No,Tutupan Lahan,Curah Hujan,Kerapatan Sungai,Jarak dari Sungai,Ketinggian Lahan,Kemiringan Lereng,Jenis Tanah,Kelas Bahaya Banjir,Desa/Kelurahan,Luas Km²
801,Semak Belukar,2000 - 2500 mm/tahun,"2,27 - 3,10 km/km²",25 - 100 m,100 - 200 m,8 - 15 %,Regosol,Sedang,Maguwoharjo,0.000156
802,Semak Belukar,2000 - 2500 mm/tahun,"2,27 - 3,10 km/km²",25 - 100 m,100 - 200 m,8 - 15 %,Regosol,Sedang,Condongcatur,0.003958
803,Permukiman,2000 - 2500 mm/tahun,"2,27 - 3,10 km/km²",25 - 100 m,100 - 200 m,8 - 15 %,Regosol,Tinggi,Caturtunggal,0.15082
804,Permukiman,2000 - 2500 mm/tahun,"2,27 - 3,10 km/km²",25 - 100 m,100 - 200 m,8 - 15 %,Regosol,Tinggi,Maguwoharjo,0.197324
805,Permukiman,2000 - 2500 mm/tahun,"2,27 - 3,10 km/km²",25 - 100 m,100 - 200 m,8 - 15 %,Regosol,Tinggi,Condongcatur,0.214793
806,Tegalan/Ladang,2000 - 2500 mm/tahun,"2,27 - 3,10 km/km²",100 - 250 m,100 - 200 m,8 - 15 %,Regosol,Sedang,Caturtunggal,0.000715
807,Tegalan/Ladang,2000 - 2500 mm/tahun,"2,27 - 3,10 km/km²",100 - 250 m,100 - 200 m,8 - 15 %,Regosol,Sedang,Maguwoharjo,0.003707
808,Tegalan/Ladang,2000 - 2500 mm/tahun,"2,27 - 3,10 km/km²",100 - 250 m,100 - 200 m,8 - 15 %,Regosol,Sedang,Condongcatur,0.001867
809,Perkebunan/Kebun,2000 - 2500 mm/tahun,"2,27 - 3,10 km/km²",100 - 250 m,100 - 200 m,8 - 15 %,Regosol,Sedang,Caturtunggal,0.000738
810,Perkebunan/Kebun,2000 - 2500 mm/tahun,"2,27 - 3,10 km/km²",100 - 250 m,100 - 200 m,8 - 15 %,Regosol,Sedang,Maguwoharjo,0.009392
811,Perkebunan/Kebun,2000 - 2500 mm/tahun,"2,27 - 3,10 km/km²",100 - 250 m,100 - 200 m,8 - 15 %,Regosol,Sedang,Condongcatur,0.000044
812,Sawah,2000 - 2500 mm/tahun,"2,27 - 3,10 km/km²",100 - 250 m,100 - 200 m,8 - 15 %,Regosol,Sedang,Caturtunggal,0.004377
813,Sawah,2000 - 2500 mm/tahun,"2,27 - 3,10 km/km²",100 - 250 m,100 - 200 m,8 - 15 %,Regosol,Sedang,Maguwoharjo,0.057077
814,Sawah,2000 - 2500 mm/tahun,"2,27 - 3,10 km/km²",100 - 250 m,100 - 200 m,8 - 15 %,Regosol,Sedang,Condongcatur,0.004525
815,Semak Belukar,2000 - 2500 mm/tahun,"2,27 - 3,10 km/km²",100 - 250 m,100 - 200 m,8 - 15 %,Regosol,Rendah,Caturtunggal,0.003774
816,Semak Belukar,2000 - 2500 mm/tahun,"2,27 - 3,10 km/km²",100 - 250 m,100 - 200 m,8 - 15 %,Regosol,Rendah,Maguwoharjo,0.002418
817,Semak Belukar,2000 - 2500 mm/tahun,"2,27 - 3,10 km/km²",100 - 250 m,100 - 200 m,8 - 15 %,Regosol,Rendah,Condongcatur,0.001514
818,Permukiman,2000 - 2500 mm/tahun,"2,27 - 3,10 km/km²",100 - 250 m,100 - 200 m,8 - 15 %,Regosol,Sedang,Caturtunggal,0.117891
819,Permukiman,2000 - 2500 mm/tahun,"2,27 - 3,10 km/km²",100 - 250 m,100 - 200 m,8 - 15 %,Regosol,Sedang,Maguwoharjo,0.223708
820,Permukiman,2000 - 2500 mm/tahun,"2,27 - 3,10 km/km²",100 - 250 m,100 - 200 m,8 - 15 %,Regosol,Sedang,Condongcatur,0.170039
821,Tegalan/Ladang,2000 - 2500 mm/tahun,"2,27 - 3,10 km/km²",0 - 25 m,100 - 200 m,15 - 25 %,Regosol,Sedang,Caturtunggal,0.001076
822,Tegalan/Ladang,2000 - 2500 mm/tahun,"2,27 - 3,10 km/km²",0 - 25 m,100 - 200 m,15 - 25 %,Regosol,Sedang,Maguwoharjo,0.003848
823,Perkebunan/Kebun,2000 - 2500 mm/tahun,"2,27 - 3,10 km/km²",0 - 25 m,100 - 200 m,15 - 25 %,Regosol,Sedang,Caturtunggal,0.000298
824,Perkebunan/Kebun,2000 - 2500 mm/tahun,"2,27 - 3,10 km/km²",0 - 25 m,100 - 200 m,15 - 25 %,Regosol,Sedang,Maguwoharjo,0.079742
825,Perkebunan/Kebun,2000 - 2500 mm/tahun,"2,27 - 3,10 km/km²",0 - 25 m,100 - 200 m,15 - 25 %,Regosol,Sedang,Condongcatur,0.007456
826,Sawah,2000 - 2500 mm/tahun,"2,27 - 3,10 km/km²",0 - 25 m,100 - 200 m,15 - 25 %,Regosol,Sedang,Caturtunggal,0.004891
827,Sawah,2000 - 2500 mm/tahun,"2,27 - 3,10 km/km²",0 - 25 m,100 - 200 m,15 - 25 %,Regosol,Sedang,Maguwoharjo,0.036666
828,Sawah,2000 - 2500 mm/tahun,"2,27 - 3,10 km/km²",0 - 25 m,100 - 200 m,15 - 25 %,Regosol,Sedang,Condongcatur,0.000637
829,Semak Belukar,2000 - 2500 mm/tahun,"2,27 - 3,10 km/km²",0 - 25 m,100 - 200 m,15 - 25 %,Regosol,Sedang,Caturtunggal,0.00001
830,Semak Belukar,2000 - 2500 mm/tahun,"2,27 - 3,10 km/km²",0 - 25 m,100 - 200 m,15 - 25 %,Regosol,Sedang,Maguwoharjo,0.001007
831,Semak Belukar,2000 - 2500 mm/tahun,"2,27 - 3,10 km/km²",0 - 25 m,100 - 200 m,15 - 25 %,Regosol,Sedang,Condongcatur,0.001468
832,Permukiman,2000 - 2500 mm/tahun,"2,27 - 3,10 km/km²",0 - 25 m,100 - 200 m,15 - 25 %,Regosol,Tinggi,Caturtunggal,0.050339
833,Permukiman,2000 - 2500 mm/tahun,"2,27 - 3,10 km/km²",0 - 25 m,100 - 200 m,15 - 25 %,Regosol,Tinggi,Maguwoharjo,0.016417
834,Permukiman,2000 - 2500 mm/tahun,"2,27 - 3,10 km/km²",0 - 25 m,100 - 200 m,15 - 25 %,Regosol,Tinggi,Condongcatur,0.075411
835,Tegalan/Ladang,2000 - 2500 mm/tahun,"2,27 - 3,10 km/km²",25 - 100 m,100 - 200 m,15 - 25 %,Regosol,Sedang,Caturtunggal,0.001106
836,Tegalan/Ladang,2000 - 2500 mm/tahun,"2,27 - 3,10 km/km²",25 - 100 m,100 - 200 m,15 - 25 %,Regosol,Sedang,Maguwoharjo,0.009475
837,Tegalan/Ladang,2000 - 2500 mm/tahun,"2,27 - 3,10 km/km²",25 - 100 m,100 - 200 m,15 - 25 %,Regosol,Sedang,Condongcatur,0.001187
838,Perkebunan/Kebun,2000 - 2500 mm/tahun,"2,27 - 3,10 km/km²",25 - 100 m,100 - 200 m,15 - 25 %,Regosol,Sedang,Maguwoharjo,0.078899
839,Perkebunan/Kebun,2000 - 2500 mm/tahun,"2,27 - 3,10 km/km²",25 - 100 m,100 - 200 m,15 - 25 %,Regosol,Sedang,Condongcatur,0.007752
840,Sawah,2000 - 2500 mm/tahun,"2,27 - 3,10 km/km²",25 - 100 m,100 - 200 m,15 - 25 %,Regosol,Sedang,Caturtunggal,0.012194
841,Sawah,2000 - 2500 mm/tahun,"2,27 - 3,10 km/km²",25 - 100 m,100 - 200 m,15 - 25 %,Regosol,Sedang,Maguwoharjo,0.076808
842,Sawah,2000 - 2500 mm/tahun,"2,27 - 3,10 km/km²",25 - 100 m,100 - 200 m,15 - 25 %,Regosol,Sedang,Condongcatur,0.003309
843,Semak Belukar,2000 - 2500 mm/tahun,"2,27 - 3,10 km/km²",25 - 100 m,100 - 200 m,15 - 25 %,Regosol,Sedang,Caturtunggal,0.000401
844,Semak Belukar,2000 - 2500 mm/tahun,"2,27 - 3,10 km/km²",25 - 100 m,100 - 200 m,15 - 25 %,Regosol,Sedang,Maguwoharjo,0.000672
845,Semak Belukar,2000 - 2500 mm/tahun,"2,27 - 3,10 km/km²",25 - 100 m,100 - 200 m,15 - 25 %,Regosol,Sedang,Condongcatur,0.002064
846,Permukiman,2000 - 2500 mm/tahun,"2,27 - 3,10 km/km²",25 - 100 m,100 - 200 m,15 - 25 %,Regosol,Sedang,Caturtunggal,0.155866
847,Permukiman,2000 - 2500 mm/tahun,"2,27 - 3,10 km/km²",25 - 100 m,100 - 200 m,15 - 25 %,Regosol,Sedang,Maguwoharjo,0.142855
848,Permukiman,2000 - 2500 mm/tahun,"2,27 - 3,10 km/km²",25 - 100 m,100 - 200 m,15 - 25 %,Regosol,Sedang,Condongcatur,0.194646
849,Tegalan/Ladang,2000 - 2500 mm/tahun,"2,27 - 3,10 km/km²",100 - 250 m,100 - 200 m,15 - 25 %,Regosol,Sedang,Caturtunggal,0.000105
850,Tegalan/Ladang,2000 - 2500 mm/tahun,"2,27 - 3,10 km/km²",100 - 250 m,100 - 200 m,15 - 25 %,Regosol,Sedang,Maguwoharjo,0.003395
851,Tegalan/Ladang,2000 - 2500 mm/tahun,"2,27 - 3,10 km/km²",100 - 250 m,100 - 200 m,15 - 25 %,Regosol,Sedang,Condongcatur,0.001029
852,Perkebunan/Kebun,2000 - 2500 mm/tahun,"2,27 - 3,10 km/km²",100 - 250 m,100 - 200 m,15 - 25 %,Regosol,Sedang,Caturtunggal,0.00053
853,Perkebunan/Kebun,2000 - 2500 mm/tahun,"2,27 - 3,10 km/km²",100 - 250 m,100 - 200 m,15 - 25 %,Regosol,Sedang,Maguwoharjo,0.012536
854,Perkebunan/Kebun,2000 - 2500 mm/tahun,"2,27 - 3,10 km/km²",100 - 250 m,100 - 200 m,15 - 25 %,Regosol,Sedang,Condongcatur,0.00037
855,Sawah,2000 - 2500 mm/tahun,"2,27 - 3,10 km/km²",100 - 250 m,100 - 200 m,15 - 25 %,Regosol,Sedang,Caturtunggal,0.003765
856,Sawah,2000 - 2500 mm/tahun,"2,27 - 3,10 km/km²",100 - 250 m,100 - 200 m,15 - 25 %,Regosol,Sedang,Maguwoharjo,0.034989
857,Sawah,2000 - 2500 mm/tahun,"2,27 - 3,10 km/km²",100 - 250 m,100 - 200 m,15 - 25 %,Regosol,Sedang,Condongcatur,0.001223
858,Semak Belukar,2000 - 2500 mm/tahun,"2,27 - 3,10 km/km²",100 - 250 m,100 - 200 m,15 - 25 %,Regosol,Rendah,Caturtunggal,0.006419
859,Semak Belukar,2000 - 2500 mm/tahun,"2,27 - 3,10 km/km²",100 - 250 m,100 - 200 m,15 - 25 %,Regosol,Rendah,Maguwoharjo,0.001333
860,Semak Belukar,2000 - 2500 mm/tahun,"2,27 - 3,10 km/km²",100 - 250 m,100 - 200 m,15 - 25 %,Regosol,Rendah,Condongcatur,0.001992
861,Permukiman,2000 - 2500 mm/tahun,"2,27 - 3,10 km/km²",100 - 250 m,100 - 200 m,15 - 25 %,Regosol,Sedang,Caturtunggal,0.076651
862,Permukiman,2000 - 2500 mm/tahun,"2,27 - 3,10 km/km²",100 - 250 m,100 - 200 m,15 - 25 %,Regosol,Sedang,Maguwoharjo,0.105517
863,Permukiman,2000 - 2500 mm/tahun,"2,27 - 3,10 km/km²",100 - 250 m,100 - 200 m,15 - 25 %,Regosol,Sedang,Condongcatur,0.10362
864,Tegalan/Ladang,2000 - 2500 mm/tahun,"2,27 - 3,10 km/km²",0 - 25 m,100 - 200 m, 25 - 45 %,Regosol,Sedang,Caturtunggal,0.000387
865,Tegalan/Ladang,2000 - 2500 mm/tahun,"2,27 - 3,10 km/km²",0 - 25 m,100 - 200 m, 25 - 45 %,Regosol,Sedang,Maguwoharjo,0.001832
866,Perkebunan/Kebun,2000 - 2500 mm/tahun,"2,27 - 3,10 km/km²",0 - 25 m,100 - 200 m, 25 - 45 %,Regosol,Sedang,Caturtunggal,0.000023
867,Perkebunan/Kebun,2000 - 2500 mm/tahun,"2,27 - 3,10 km/km²",0 - 25 m,100 - 200 m, 25 - 45 %,Regosol,Sedang,Maguwoharjo,0.040294
868,Perkebunan/Kebun,2000 - 2500 mm/tahun,"2,27 - 3,10 km/km²",0 - 25 m,100 - 200 m, 25 - 45 %,Regosol,Sedang,Condongcatur,0.003263
869,Sawah,2000 - 2500 mm/tahun,"2,27 - 3,10 km/km²",0 - 25 m,100 - 200 m, 25 - 45 %,Regosol,Sedang,Caturtunggal,0.003431
870,Sawah,2000 - 2500 mm/tahun,"2,27 - 3,10 km/km²",0 - 25 m,100 - 200 m, 25 - 45 %,Regosol,Sedang,Maguwoharjo,0.017388
871,Sawah,2000 - 2500 mm/tahun,"2,27 - 3,10 km/km²",0 - 25 m,100 - 200 m, 25 - 45 %,Regosol,Sedang,Condongcatur,0.000001
872,Semak Belukar,2000 - 2500 mm/tahun,"2,27 - 3,10 km/km²",0 - 25 m,100 - 200 m, 25 - 45 %,Regosol,Sedang,Maguwoharjo,0.000009
873,Semak Belukar,2000 - 2500 mm/tahun,"2,27 - 3,10 km/km²",0 - 25 m,100 - 200 m, 25 - 45 %,Regosol,Sedang,Condongcatur,0.000007
874,Permukiman,2000 - 2500 mm/tahun,"2,27 - 3,10 km/km²",0 - 25 m,100 - 200 m, 25 - 45 %,Regosol,Sedang,Caturtunggal,0.030093
875,Permukiman,2000 - 2500 mm/tahun,"2,27 - 3,10 km/km²",0 - 25 m,100 - 200 m, 25 - 45 %,Regosol,Sedang,Maguwoharjo,0.007963
876,Permukiman,2000 - 2500 mm/tahun,"2,27 - 3,10 km/km²",0 - 25 m,100 - 200 m, 25 - 45 %,Regosol,Sedang,Condongcatur,0.037977
877,Tegalan/Ladang,2000 - 2500 mm/tahun,"2,27 - 3,10 km/km²",25 - 100 m,100 - 200 m, 25 - 45 %,Regosol,Sedang,Maguwoharjo,0.001377
878,Tegalan/Ladang,2000 - 2500 mm/tahun,"2,27 - 3,10 km/km²",25 - 100 m,100 - 200 m, 25 - 45 %,Regosol,Sedang,Condongcatur,0.001498
879,Perkebunan/Kebun,2000 - 2500 mm/tahun,"2,27 - 3,10 km/km²",25 - 100 m,100 - 200 m, 25 - 45 %,Regosol,Sedang,Maguwoharjo,0.039448
880,Perkebunan/Kebun,2000 - 2500 mm/tahun,"2,27 - 3,10 km/km²",25 - 100 m,100 - 200 m, 25 - 45 %,Regosol,Sedang,Condongcatur,0.005578
881,Sawah,2000 - 2500 mm/tahun,"2,27 - 3,10 km/km²",25 - 100 m,100 - 200 m, 25 - 45 %,Regosol,Sedang,Caturtunggal,0.007561
882,Sawah,2000 - 2500 mm/tahun,"2,27 - 3,10 km/km²",25 - 100 m,100 - 200 m, 25 - 45 %,Regosol,Sedang,Maguwoharjo,0.037157
883,Sawah,2000 - 2500 mm/tahun,"2,27 - 3,10 km/km²",25 - 100 m,100 - 200 m, 25 - 45 %,Regosol,Sedang,Condongcatur,0.000009
884,Semak Belukar,2000 - 2500 mm/tahun,"2,27 - 3,10 km/km²",25 - 100 m,100 - 200 m, 25 - 45 %,Regosol,Rendah,Caturtunggal,0.000875
885,Semak Belukar,2000 - 2500 mm/tahun,"2,27 - 3,10 km/km²",25 - 100 m,100 - 200 m, 25 - 45 %,Regosol,Rendah,Maguwoharjo,0.002644
886,Semak Belukar,2000 - 2500 mm/tahun,"2,27 - 3,10 km/km²",25 - 100 m,100 - 200 m, 25 - 45 %,Regosol,Rendah,Condongcatur,0.001012
887,Permukiman,2000 - 2500 mm/tahun,"2,27 - 3,10 km/km²",25 - 100 m,100 - 200 m, 25 - 45 %,Regosol,Sedang,Caturtunggal,0.066308
888,Permukiman,2000 - 2500 mm/tahun,"2,27 - 3,10 km/km²",25 - 100 m,100 - 200 m, 25 - 45 %,Regosol,Sedang,Maguwoharjo,0.051504
889,Permukiman,2000 - 2500 mm/tahun,"2,27 - 3,10 km/km²",25 - 100 m,100 - 200 m, 25 - 45 %,Regosol,Sedang,Condongcatur,0.073283
890,Tegalan/Ladang,2000 - 2500 mm/tahun,"2,27 - 3,10 km/km²",100 - 250 m,100 - 200 m, 25 - 45 %,Regosol,Rendah,Maguwoharjo,0.0018
891,Tegalan/Ladang,2000 - 2500 mm/tahun,"2,27 - 3,10 km/km²",100 - 250 m,100 - 200 m, 25 - 45 %,Regosol,Rendah,Condongcatur,0.000703
892,Perkebunan/Kebun,2000 - 2500 mm/tahun,"2,27 - 3,10 km/km²",100 - 250 m,100 - 200 m, 25 - 45 %,Regosol,Rendah,Maguwoharjo,0.007599
893,Perkebunan/Kebun,2000 - 2500 mm/tahun,"2,27 - 3,10 km/km²",100 - 250 m,100 - 200 m, 25 - 45 %,Regosol,Rendah,Condongcatur,0.001193
894,Sawah,2000 - 2500 mm/tahun,"2,27 - 3,10 km/km²",100 - 250 m,100 - 200 m, 25 - 45 %,Regosol,Sedang,Caturtunggal,0.001641
895,Sawah,2000 - 2500 mm/tahun,"2,27 - 3,10 km/km²",100 - 250 m,100 - 200 m, 25 - 45 %,Regosol,Sedang,Maguwoharjo,0.013326
896,Semak Belukar,2000 - 2500 mm/tahun,"2,27 - 3,10 km/km²",100 - 250 m,100 - 200 m, 25 - 45 %,Regosol,Rendah,Caturtunggal,0.000732
897,Semak Belukar,2000 - 2500 mm/tahun,"2,27 - 3,10 km/km²",100 - 250 m,100 - 200 m, 25 - 45 %,Regosol,Rendah,Maguwoharjo,0.000443
898,Semak Belukar,2000 - 2500 mm/tahun,"2,27 - 3,10 km/km²",100 - 250 m,100 - 200 m, 25 - 45 %,Regosol,Rendah,Condongcatur,0.000249
899,Permukiman,2000 - 2500 mm/tahun,"2,27 - 3,10 km/km²",100 - 250 m,100 - 200 m, 25 - 45 %,Regosol,Sedang,Caturtunggal,0.029504
900,Permukiman,2000 - 2500 mm/tahun,"2,27 - 3,10 km/km²",100 - 250 m,100 - 200 m, 25 - 45 %,Regosol,Sedang,Maguwoharjo,0.031213
901,Permukiman,2000 - 2500 mm/tahun,"2,27 - 3,10 km/km²",100 - 250 m,100 - 200 m, 25 - 45 %,Regosol,Sedang,Condongcatur,0.021684
902,Tegalan/Ladang,2000 - 2500 mm/tahun,"2,27 - 3,10 km/km²",0 - 25 m,100 - 200 m,>45%,Regosol,Sedang,Maguwoharjo,0.000017
903,Perkebunan/Kebun,2000 - 2500 mm/tahun,"2,27 - 3,10 km/km²",0 - 25 m,100 - 200 m,>45%,Regosol,Sedang,Maguwoharjo,0.000733
904,Perkebunan/Kebun,2000 - 2500 mm/tahun,"2,27 - 3,10 km/km²",0 - 25 m,100 - 200 m,>45%,Regosol,Sedang,Condongcatur,0.000379
905,Sawah,2000 - 2500 mm/tahun,"2,27 - 3,10 km/km²",0 - 25 m,100 - 200 m,>45%,Regosol,Sedang,Caturtunggal,0.000404
906,Sawah,2000 - 2500 mm/tahun,"2,27 - 3,10 km/km²",0 - 25 m,100 - 200 m,>45%,Regosol,Sedang,Maguwoharjo,0.002608
907,Sawah,2000 - 2500 mm/tahun,"2,27 - 3,10 km/km²",0 - 25 m,100 - 200 m,>45%,Regosol,Sedang,Condongcatur,0.000001
908,Semak Belukar,2000 - 2500 mm/tahun,"2,27 - 3,10 km/km²",0 - 25 m,100 - 200 m,>45%,Regosol,Rendah,Maguwoharjo,0.00045
909,Permukiman,2000 - 2500 mm/tahun,"2,27 - 3,10 km/km²",0 - 25 m,100 - 200 m,>45%,Regosol,Sedang,Caturtunggal,0.001161
910,Permukiman,2000 - 2500 mm/tahun,"2,27 - 3,10 km/km²",0 - 25 m,100 - 200 m,>45%,Regosol,Sedang,Maguwoharjo,0.000199
911,Permukiman,2000 - 2500 mm/tahun,"2,27 - 3,10 km/km²",0 - 25 m,100 - 200 m,>45%,Regosol,Sedang,Condongcatur,0.002167
912,Danau/Waduk/Embung,2000 - 2500 mm/tahun,"2,27 - 3,10 km/km²",0 - 25 m,100 - 200 m,>45%,Regosol,Rendah,Condongcatur,0.000224
913,Tegalan/Ladang,2000 - 2500 mm/tahun,"2,27 - 3,10 km/km²",25 - 100 m,100 - 200 m,>45%,Regosol,Rendah,Maguwoharjo,0.000087
914,Perkebunan/Kebun,2000 - 2500 mm/tahun,"2,27 - 3,10 km/km²",25 - 100 m,100 - 200 m,>45%,Regosol,Rendah,Maguwoharjo,0.002391
915,Perkebunan/Kebun,2000 - 2500 mm/tahun,"2,27 - 3,10 km/km²",25 - 100 m,100 - 200 m,>45%,Regosol,Rendah,Condongcatur,0.000047
916,Sawah,2000 - 2500 mm/tahun,"2,27 - 3,10 km/km²",25 - 100 m,100 - 200 m,>45%,Regosol,Sedang,Caturtunggal,0.001532
917,Sawah,2000 - 2500 mm/tahun,"2,27 - 3,10 km/km²",25 - 100 m,100 - 200 m,>45%,Regosol,Sedang,Maguwoharjo,0.00771
918,Semak Belukar,2000 - 2500 mm/tahun,"2,27 - 3,10 km/km²",25 - 100 m,100 - 200 m,>45%,Regosol,Rendah,Caturtunggal,0.000177
919,Semak Belukar,2000 - 2500 mm/tahun,"2,27 - 3,10 km/km²",25 - 100 m,100 - 200 m,>45%,Regosol,Rendah,Maguwoharjo,0.002799
920,Permukiman,2000 - 2500 mm/tahun,"2,27 - 3,10 km/km²",25 - 100 m,100 - 200 m,>45%,Regosol,Sedang,Caturtunggal,0.00141
921,Permukiman,2000 - 2500 mm/tahun,"2,27 - 3,10 km/km²",25 - 100 m,100 - 200 m,>45%,Regosol,Sedang,Maguwoharjo,0.000047
922,Permukiman,2000 - 2500 mm/tahun,"2,27 - 3,10 km/km²",25 - 100 m,100 - 200 m,>45%,Regosol,Sedang,Condongcatur,0.005183
923,Danau/Waduk/Embung,2000 - 2500 mm/tahun,"2,27 - 3,10 km/km²",25 - 100 m,100 - 200 m,>45%,Regosol,Rendah,Condongcatur,0.000001
924,Tegalan/Ladang,2000 - 2500 mm/tahun,"2,27 - 3,10 km/km²",100 - 250 m,100 - 200 m,>45%,Regosol,Rendah,Maguwoharjo,0.000377
925,Perkebunan/Kebun,2000 - 2500 mm/tahun,"2,27 - 3,10 km/km²",100 - 250 m,100 - 200 m,>45%,Regosol,Rendah,Maguwoharjo,0.002047
926,Sawah,2000 - 2500 mm/tahun,"2,27 - 3,10 km/km²",100 - 250 m,100 - 200 m,>45%,Regosol,Sedang,Maguwoharjo,0.003383
927,Permukiman,2000 - 2500 mm/tahun,"2,27 - 3,10 km/km²",100 - 250 m,100 - 200 m,>45%,Regosol,Sedang,Caturtunggal,0.002138
928,Permukiman,2000 - 2500 mm/tahun,"2,27 - 3,10 km/km²",100 - 250 m,100 - 200 m,>45%,Regosol,Sedang,Maguwoharjo,0.002853
929,Permukiman,2000 - 2500 mm/tahun,"2,27 - 3,10 km/km²",100 - 250 m,100 - 200 m,>45%,Regosol,Sedang,Condongcatur,0.000587
930,Tegalan/Ladang,2000 - 2500 mm/tahun,">3,10 km/km²",0 - 25 m,100 - 200 m,0 - 8 %,Regosol,Sedang,Caturtunggal,0.000877
931,Tegalan/Ladang,2000 - 2500 mm/tahun,">3,10 km/km²",0 - 25 m,100 - 200 m,0 - 8 %,Regosol,Sedang,Maguwoharjo,0.001664
932,Tegalan/Ladang,2000 - 2500 mm/tahun,">3,10 km/km²",0 - 25 m,100 - 200 m,0 - 8 %,Regosol,Sedang,Condongcatur,0.000786
933,Perkebunan/Kebun,2000 - 2500 mm/tahun,">3,10 km/km²",0 - 25 m,100 - 200 m,0 - 8 %,Regosol,Sedang,Caturtunggal,0.004216
934,Perkebunan/Kebun,2000 - 2500 mm/tahun,">3,10 km/km²",0 - 25 m,100 - 200 m,0 - 8 %,Regosol,Sedang,Maguwoharjo,0.034397
935,Perkebunan/Kebun,2000 - 2500 mm/tahun,">3,10 km/km²",0 - 25 m,100 - 200 m,0 - 8 %,Regosol,Sedang,Condongcatur,0.005059
936,Sawah,2000 - 2500 mm/tahun,">3,10 km/km²",0 - 25 m,100 - 200 m,0 - 8 %,Regosol,Tinggi,Caturtunggal,0.013578
937,Sawah,2000 - 2500 mm/tahun,">3,10 km/km²",0 - 25 m,100 - 200 m,0 - 8 %,Regosol,Tinggi,Maguwoharjo,0.04693
938,Sawah,2000 - 2500 mm/tahun,">3,10 km/km²",0 - 25 m,100 - 200 m,0 - 8 %,Regosol,Tinggi,Condongcatur,0.002493
939,Semak Belukar,2000 - 2500 mm/tahun,">3,10 km/km²",0 - 25 m,100 - 200 m,0 - 8 %,Regosol,Sedang,Caturtunggal,0.000615
940,Semak Belukar,2000 - 2500 mm/tahun,">3,10 km/km²",0 - 25 m,100 - 200 m,0 - 8 %,Regosol,Sedang,Maguwoharjo,0.001045
941,Semak Belukar,2000 - 2500 mm/tahun,">3,10 km/km²",0 - 25 m,100 - 200 m,0 - 8 %,Regosol,Sedang,Condongcatur,0.002616
942,Permukiman,2000 - 2500 mm/tahun,">3,10 km/km²",0 - 25 m,100 - 200 m,0 - 8 %,Regosol,Tinggi,Caturtunggal,0.018113
943,Permukiman,2000 - 2500 mm/tahun,">3,10 km/km²",0 - 25 m,100 - 200 m,0 - 8 %,Regosol,Tinggi,Maguwoharjo,0.050816
944,Permukiman,2000 - 2500 mm/tahun,">3,10 km/km²",0 - 25 m,100 - 200 m,0 - 8 %,Regosol,Tinggi,Condongcatur,0.049563
945,Danau/Waduk/Embung,2000 - 2500 mm/tahun,">3,10 km/km²",0 - 25 m,100 - 200 m,0 - 8 %,Regosol,Rendah,Maguwoharjo,0.000081
946,Danau/Waduk/Embung,2000 - 2500 mm/tahun,">3,10 km/km²",0 - 25 m,100 - 200 m,0 - 8 %,Regosol,Rendah,Condongcatur,0.000891
947,Tegalan/Ladang,2000 - 2500 mm/tahun,">3,10 km/km²",25 - 100 m,100 - 200 m,0 - 8 %,Regosol,Sedang,Caturtunggal,0.002723
948,Tegalan/Ladang,2000 - 2500 mm/tahun,">3,10 km/km²",25 - 100 m,100 - 200 m,0 - 8 %,Regosol,Sedang,Maguwoharjo,0.009283
949,Tegalan/Ladang,2000 - 2500 mm/tahun,">3,10 km/km²",25 - 100 m,100 - 200 m,0 - 8 %,Regosol,Sedang,Condongcatur,0.002733
950,Perkebunan/Kebun,2000 - 2500 mm/tahun,">3,10 km/km²",25 - 100 m,100 - 200 m,0 - 8 %,Regosol,Sedang,Caturtunggal,0.001851
951,Perkebunan/Kebun,2000 - 2500 mm/tahun,">3,10 km/km²",25 - 100 m,100 - 200 m,0 - 8 %,Regosol,Sedang,Maguwoharjo,0.024557
952,Perkebunan/Kebun,2000 - 2500 mm/tahun,">3,10 km/km²",25 - 100 m,100 - 200 m,0 - 8 %,Regosol,Sedang,Condongcatur,0.008735
953,Sawah,2000 - 2500 mm/tahun,">3,10 km/km²",25 - 100 m,100 - 200 m,0 - 8 %,Regosol,Sedang,Caturtunggal,0.037096
954,Sawah,2000 - 2500 mm/tahun,">3,10 km/km²",25 - 100 m,100 - 200 m,0 - 8 %,Regosol,Sedang,Maguwoharjo,0.12152
955,Sawah,2000 - 2500 mm/tahun,">3,10 km/km²",25 - 100 m,100 - 200 m,0 - 8 %,Regosol,Sedang,Condongcatur,0.016175
956,Semak Belukar,2000 - 2500 mm/tahun,">3,10 km/km²",25 - 100 m,100 - 200 m,0 - 8 %,Regosol,Sedang,Caturtunggal,0.002097
957,Semak Belukar,2000 - 2500 mm/tahun,">3,10 km/km²",25 - 100 m,100 - 200 m,0 - 8 %,Regosol,Sedang,Maguwoharjo,0.001385
958,Semak Belukar,2000 - 2500 mm/tahun,">3,10 km/km²",25 - 100 m,100 - 200 m,0 - 8 %,Regosol,Sedang,Condongcatur,0.004053
959,Permukiman,2000 - 2500 mm/tahun,">3,10 km/km²",25 - 100 m,100 - 200 m,0 - 8 %,Regosol,Tinggi,Caturtunggal,0.059122
960,Permukiman,2000 - 2500 mm/tahun,">3,10 km/km²",25 - 100 m,100 - 200 m,0 - 8 %,Regosol,Tinggi,Maguwoharjo,0.218754
